time,open,high,low,close,MA,Smoothing Line,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1274275800,111.77,112.77,110.36,111.75999,117.08069095238082,117.81335819047611,37.191648830425976,43.00960314823093,NaN,NaN
1274362200,109.38,109.89,107.47,107.53999,116.45592857142843,117.40897704761896,30.059536090541414,41.63037051459857,NaN,NaN
1274448600,105.91,109.38,105.36121,109.11501,115.88902428571414,116.96169114285708,35.06463172755612,40.19343312479738,NaN,NaN
1274707800,108.52,109.39,107.61,107.71001,115.217477142857,116.43161961904755,32.809079672006334,39.32610593610965,NaN,NaN
1274794200,105.11,107.87,104.38,107.81799,114.5730952380951,115.84324323809517,33.16490741737776,38.635292279444904,NaN,NaN
1274880600,108.48,109.47,106.85001,107.17,114.03452380952368,115.23400980952374,32.06741180660295,38.53682827211175,NaN,NaN
1274967000,109.19,110.8,108.78011,110.75999,113.62404714285701,114.66763352380947,43.26844983888046,39.46033673613076,NaN,NaN
1275053400,110.64,110.724,108.85001,109.369,113.07697571428558,114.10522380952375,40.48316256193397,39.06212718748848,NaN,NaN
1275399000,108.35001,109.95,107.37,107.53,112.53971380952369,113.56967114285708,37.08431759241924,38.47411671163992,NaN,NaN
1275485400,108.08,110.34,107.50909,110.33,112.06257047619034,113.06756619047613,44.69744511103436,38.123481741343504,NaN,NaN
1275571800,110.64999,111.06,109.58,110.71001,111.73828523809512,112.60831847619042,45.658520222304645,38.092191263889866,NaN,NaN
1275658200,108.61,109.33,106.465,106.82001,111.26209476190462,112.13592799999995,38.31761149547685,37.8617653097932,NaN,NaN
1275917400,107.2,107.61,105.41,105.49001,110.90723809523794,111.7019804761904,36.17602527554665,37.46571773370813,NaN,NaN
1276003800,105.57001,106.83,104.64999,106.62,110.68628619047607,111.33129495238089,39.28107697991503,37.52313033014442,NaN,NaN
1276090200,107.24001,108.28,105.60001,106.05,110.20485761904749,110.9597523809523,38.26967295163422,37.60013205308786,NaN,NaN
1276176600,107.86,109.28,106.0426,109.14999,109.88676190476178,110.58944771428564,46.3589333905392,38.76437471737342,NaN,NaN
1276263000,108.19,109.75,108.12,109.67999,109.5167614285713,110.24038104761897,47.62266229823609,39.66137690099341,NaN,NaN
1276522200,110.52,111.12,109.39999,109.509,109.20814190476179,109.90056180952374,47.23602002166461,40.691872640254715,NaN,NaN
1276608600,110.28,112.10001,110.09,112,109.11814190476177,109.58693295238088,53.197479660959935,42.12277065765345,NaN,NaN
1276695000,111.42,112.42,111.2,111.96001,109.02338047619035,109.35063752380945,53.093769577967905,43.62465335560808,NaN,NaN
1276781400,112.28,112.33,111.05,112.14,109.01099999999985,109.17548514285704,53.532863565547856,44.35782576465575,NaN,NaN
1276867800,111.83,112.13,111.37,111.729,109.00952428571415,109.07403771428562,52.32826749469833,45.20390468842464,NaN,NaN
1277127000,113.12,113.2,110.78999,111.41,109.19381047619035,109.07117142857135,51.36222039343316,46.22375488849706,NaN,NaN
1277213400,111.41,111.89999,109.41,109.57001,109.21547714285701,109.09063847619038,46.07817348793511,46.32237834398997,NaN,NaN
1277299800,109.64,110.03,108.48,109.23,109.2878576190475,109.14353390476181,45.15373615505334,46.286322339186306,NaN,NaN
1277386200,108.69,108.83,107.14,107.42,109.2689057142856,109.19511504761897,40.49608625283891,46.441927678997885,NaN,NaN
1277472600,107.74001,108.42,106.77,107.86749,109.3021195238094,109.253634095238,42.08661507241744,46.86411266448865,NaN,NaN
1277731800,108.03,108.32001,107.14,107.53,109.14831047619035,109.24453409523801,41.19233272984572,47.00063093234085,NaN,NaN
1277818200,106.02,107.5114,103.55,104.21001,108.90264428571416,109.18196752380943,33.62342575298106,46.668756132437046,NaN,NaN
1277904600,103.92,104.88,102.88,103.22,108.69740619047607,109.06387723809515,31.749953099729098,45.62525754023632,NaN,NaN
1277991000,103.14999,103.49001,101.13,102.75999,108.3369295238094,108.87748199999992,30.888725841266833,44.42997636473852,NaN,NaN
1278077400,103.11,103.42,101.62,102.2,107.93169095238083,108.60339628571421,29.82801569242254,43.18654748407838,NaN,NaN
1278423000,103.64,104.37,101.88,102.87,107.74359523809512,108.32245323809516,32.80130247327244,41.729677684957835,NaN,NaN
1278509400,103.13,106.24001,103.02,106.1075,107.77299952380942,108.09652428571421,44.94130125728598,41.14735851919484,NaN,NaN
1278595800,107,107.28,105.91,107.16,107.7987138095237,107.91678580952376,48.21656057767201,40.76762259148943,NaN,NaN
1278682200,107.13,107.97,106.92999,107.96001,107.88966666666656,107.82733323809516,50.621032696803255,40.64567724878263,NaN,NaN
1278941400,107.60001,108.24001,107.14999,108.03,107.83633380952372,107.80826180952377,50.83611284518231,40.608098138193284,NaN,NaN
1279027800,109.14999,110.09,108.92999,109.66,107.8353819047618,107.82661914285708,55.67799301015507,41.29379953263757,NaN,NaN
1279114200,109.31,110.08,108.86,109.651,107.84214380952369,107.84044799999995,55.64540658407069,42.04320456328167,NaN,NaN
1279200600,109.61,110.06,108.17,109.67999,107.73166714285703,107.82703866666661,55.73527380902054,43.13171796015178,NaN,NaN
1279287000,109.09,109.2059,106.45,106.66,107.47928571428561,107.74496247619042,45.41281565368704,43.369303715956754,NaN,NaN
1279546200,107.05,107.63,106.22,107.28999,107.24833285714274,107.62736228571423,47.593298392746064,43.82651554902107,NaN,NaN
1279632600,105.87,108.56,105.82001,108.48,107.09361857142846,107.47900961904756,51.531711618401665,45.10567882512254,NaN,NaN
1279719000,109.03999,109.07001,106.63,107.07001,106.88695238095228,107.28797133333327,47.022597989924435,46.196582031565065,NaN,NaN
1279805400,108.34,109.94,108.33,109.461,106.88176142857132,107.11799019047612,54.321751032618955,47.870369545233075,NaN,NaN
1279891800,109.24001,110.57001,108.92999,110.41,106.93795190476182,107.00972342857138,56.8622136242919,49.80138368322374,NaN,NaN
1280151000,110.60001,111.67,110.28999,111.56,107.13509476190468,106.98707580952377,59.781304706482324,51.72852669988159,NaN,NaN
1280237400,112.17,112.28999,111.11,111.55,107.31045238095231,107.03044257142854,59.74344590142771,52.78582274589172,NaN,NaN
1280323800,111.32001,111.66,110.46001,110.83,107.46759523809516,107.14657114285713,56.94710359686441,53.40943296154832,NaN,NaN
1280410200,111.52,111.82001,109.41,110.28999,107.75711809523801,107.32164247619046,54.872621171141546,53.71311785257249,NaN,NaN
1280496600,109.17,110.86,108.98,110.27,108.0928323809523,107.55261857142855,54.793049355892215,53.99575617476604,NaN,NaN
1280755800,111.99001,112.94,111.53999,112.75999,108.56902285714278,107.83940419047617,62.15483907093796,54.45838803625054,NaN,NaN
1280842200,112.48,112.77,111.85001,112.22,109.04616571428566,108.18654685714284,59.87756590037293,54.76068513027213,NaN,NaN
1280928600,112.53,113.11,112.16,112.97,109.52711809523804,108.59845142857141,61.96213613644808,55.205461010802665,NaN,NaN
1281015000,112.25,112.91,112.08,112.85001,109.84818999999995,109.0166658095238,61.41240060532051,56.348288507347924,NaN,NaN
1281101400,111.74001,112.57001,110.92,112.392,110.09733285714282,109.41756590476191,59.25146843772481,57.18101493913212,NaN,NaN
1281360600,112.92,113.17999,112.32001,112.992,110.33695142857138,109.77115161904763,61.178624783933394,57.870080165241525,NaN,NaN
1281447000,112.03,112.98,111.3701,112.375,110.54385619047613,110.07068971428573,58.13386668735559,58.663742215058036,NaN,NaN
1281533400,110.64999,110.69,109.12,109.3,110.5267133333333,110.27060876190478,45.878931518680936,58.06068367834818,NaN,NaN
1281619800,107.64999,109.02,107.60001,108.63,110.47809428571425,110.39658961904766,43.71650381773536,57.12170440645128,NaN,NaN
1281706200,108.28999,108.96001,108.17999,108.31,110.41285666666661,110.4596943809524,42.68176549164521,55.900308748248634,NaN,NaN
1281965400,107.57001,108.61,107.17999,108.25999,110.48904666666662,110.49011342857145,42.51241267450036,54.669520660610964,NaN,NaN
1282051800,109.19,110.39,108.88,109.59,110.59857095238088,110.50105638095242,48.37868049747329,54.05749043922589,NaN,NaN
1282138200,109.53999,110.38,108.91,109.78999,110.66095142857137,110.52790400000004,49.21782577150332,53.65357648210887,NaN,NaN
1282224600,109.22,109.49001,107.42999,107.88,110.69952238095233,110.57218961904763,42.16771951656688,52.751767207871346,NaN,NaN
1282311000,107.56,107.93761,106.74989,107.53,110.60756999999995,110.6111322857143,41.00849202575537,51.24131384750116,NaN,NaN
1282570200,108.03999,108.57001,107.07001,107.1236,110.45107476190472,110.60353790476192,39.64562293591228,49.7961750643254,NaN,NaN
1282656600,105.95,106.39,104.97,105.53,110.16393190476187,110.51661009523812,34.76640287630438,47.85362268860086,NaN,NaN
1282743000,104.95,106.34,104.28999,105.94,109.89678904761901,110.36377761904764,36.91746769582357,46.10398462363679,NaN,NaN
1282829400,106.44,106.58,104.88,105.23,109.63012238095234,110.14989761904765,34.77874140960431,44.35593269305675,NaN,NaN
1282915800,105.89,106.97,104.31,106.86,109.46678952380951,109.92174152380956,42.950064793495194,43.05389269373974,NaN,NaN
1283175000,106.58,106.91,105.3,105.311,109.23064666666663,109.67765590476195,38.06891416954044,41.62068179961009,NaN,NaN
1283261400,104.92,105.98,104.49001,105.31,108.87588523809521,109.42004657142861,38.06590651585344,41.062608585122405,NaN,NaN
1283347800,106.73,108.61,106.66,108.46001,108.69683809523806,109.18005638095242,51.15653315936744,41.59403925238184,NaN,NaN
1283434200,108.72,109.49001,108.49001,109.47,108.53017142857136,108.96006619047623,54.47879762251943,42.43668440458715,NaN,NaN
1283520600,110.53999,110.99001,109.95,110.89,108.43683761904757,108.75407580952385,58.72916907104188,43.59502414719725,NaN,NaN
1283866200,110.37,110.50999,109.55,109.64,108.30578999999996,108.5691044761905,53.95345038934586,43.993221996616725,NaN,NaN
1283952600,109.86,110.85001,109.81,110.41,108.18283761904758,108.43049495238097,56.31028695683443,44.49982636699752,NaN,NaN
1284039000,111.64999,111.67999,110.62,110.92,108.11355190476185,108.31383771428573,57.84915983250739,45.61992924670756,NaN,NaN
1284125400,111.12,111.61,110.87,111.48199,108.21745619047613,108.2512946666667,59.540336260446175,46.94363240632833,NaN,NaN
1284384600,112.58,112.95,112.13,112.72,108.41221809523805,108.24637076190479,63.056735656861996,48.615854743539025,NaN,NaN
1284471000,112.5,113.28999,112.08,112.64999,108.61888428571423,108.30898961904764,62.724737715992006,50.612878660659575,NaN,NaN
1284557400,112.32001,113.21001,111.98,113.08,108.84840857142851,108.44210380952384,63.97920785000839,52.545860100244205,NaN,NaN
1284643800,112.73,113.12,112.35001,113.05,109.01317047619042,108.62202752380954,63.81784293195081,54.62008163755467,NaN,NaN
1284730200,113.03999,113.14999,112.17999,112.49001,109.14174285714279,108.80688485714288,60.73836524058075,55.8906745266322,NaN,NaN
1284989400,112.88,114.46001,112.52161,114.21001,109.44317190476184,109.01307561904764,66.14246262539459,57.895927987764644,NaN,NaN
1285075800,114.3,114.84,113.50999,113.98,109.75031476190469,109.23936171428572,64.85683994063135,59.80956608953449,NaN,NaN
1285162200,113.8,114.44,113.10001,113.42,110.05014333333327,109.4797086666667,61.711791678896915,60.56351312664374,NaN,NaN
1285248600,112.49001,113.67,112.17999,112.498,110.38195285714279,109.75346514285715,56.8258834708002,60.73116211580666,NaN,NaN
1285335000,113.75,114.89999,113.64999,114.82001,110.8048104761904,110.08607866666667,64.45788232670878,61.140355919782834,NaN,NaN
1285594200,114.86,114.99001,114.16,114.27,111.2352866666666,110.44450161904763,61.6767141645471,61.6920176180115,NaN,NaN
1285680600,114.42,115.03999,113.17999,114.67,111.60719142857135,110.81587695238095,62.92943558410651,62.16481394853093,NaN,NaN
1285767000,114.38,114.91,114.02,114.47,112.04333428571421,111.21451514285714,61.840950188335874,62.4499418310901,NaN,NaN
1285853400,115.05,115.78999,113.59,114.13,112.46333428571423,111.63079142857143,59.94276260067308,62.478686569677734,NaN,NaN
1285939800,114.99001,115.12,113.92999,114.61,112.75619095238086,112.02106752380953,61.728766642325326,62.383831640067974,NaN,NaN
1286199000,114.37,114.85001,113.17999,113.75,112.96000047619039,112.36601028571428,56.838983045997885,61.96342059221125,NaN,NaN
1286285400,114.8,116.32001,114.67,116.03999,113.205238095238,112.68561961904761,64.82838345091108,62.02407599227573,NaN,NaN
1286371800,116.02,116.33,115.56,116.03,113.50952380952371,112.97885752380952,64.77205513319245,62.09223400665013,NaN,NaN
1286458200,116.5,116.53,115.19,115.89,113.77047619047607,113.24028590476189,63.93367974435313,62.32047075691958,NaN,NaN
1286544600,116.05,116.86,115.61,116.53751,114.03797666666655,113.49664304761902,66.11803164135188,62.31872568663083,NaN,NaN
1286803800,116.72,116.97,116.25,116.64999,114.28407190476177,113.76145733333328,66.49761745557407,62.43592408055531,NaN,NaN
1286890200,116.27,117.35001,115.64999,117.00999,114.488357142857,114.01808114285708,67.74320548343987,62.86673935230838,NaN,NaN
1286976600,117.66,118.55,117.38,117.92,114.73930999999985,114.26403838095231,70.70788535403854,63.85831091539683,NaN,NaN
1287063000,117.80991,118.00999,116.72,117.46001,114.94788190476177,114.49951952380945,67.33882316063409,64.06409240353435,NaN,NaN
1287149400,118.28,118.35001,116.75999,117.7,115.16931047619035,114.72578628571421,68.19040951900861,64.52935635742446,NaN,NaN
1287408600,117.74001,118.67,117.31,118.28,115.44502428571414,114.95797676190469,70.21184551701405,65.04952849548928,NaN,NaN
1287495000,117.19,117.85001,116.02,116.73,115.56502380952368,115.17331009523802,59.356184329583655,64.87204521986413,NaN,NaN
1287581400,116.94,118.44,116.87,117.87,115.75026190476176,115.37550047619041,63.7904968125105,65.14688337785252,NaN,NaN
1287667800,118.39999,119.09,117.21001,118.13,115.97454761904748,115.58083361904755,64.73547766089122,65.36164845060722,NaN,NaN
1287754200,118.31,118.53,118,118.347,116.2530714285713,115.79758580952375,65.54371691075946,65.98341515523303,NaN,NaN
1288013400,119.14,119.75999,118.61,118.7,116.43783285714272,115.99614752380948,66.87378361123814,66.12951516668497,NaN,NaN
1288099800,118.10001,118.84,117.87,118.72,116.64973761904747,116.21309028571423,66.95162222872838,66.28519853065183,NaN,NaN
1288186200,117.89,118.50999,117.25999,118.38,116.82640428571415,116.4283187619047,64.19024391413043,66.30352454277877,NaN,NaN
1288272600,119.06,119.11,117.83,118.39999,117.0135466666665,116.63611857142851,64.28351608063882,66.17248771701355,NaN,NaN
1288359000,118.28,118.72,118.07001,118.49001,117.22116619047604,116.82973752380947,64.7290479571466,66.04616132426874,NaN,NaN
1288618200,119.07001,119.75,117.85001,118.53,117.40783285714272,117.02373752380944,64.93828583528901,65.8458099208294,NaN,NaN
1288704600,119.42,119.75,119.10001,119.47501,117.68045238095225,117.22988047619042,69.53726738036006,65.76219435128094,NaN,NaN
1288791000,119.675,120.02,118.45,119.95,117.86664333333317,117.43792828571422,71.55675159025265,66.06347495339654,NaN,NaN
1288877400,121.28,122.32001,119.9724,122.25999,118.16330952380936,117.66788085714279,78.88716506989148,66.82752892131674,NaN,NaN
1288963800,122.34,122.92,122.17999,122.72501,118.48878619047603,117.92140485714279,80.00436449809031,67.5269945628222,NaN,NaN
1289226600,122.34,122.69,121.94,122.49001,118.77223857142842,118.19428599999992,77.76487743385046,68.84190121312696,NaN,NaN
1289313000,122.82001,122.95,121.12,121.61,119.00842952380935,118.45988142857134,69.87678123377363,69.27663581464576,NaN,NaN
1289399400,121.58,122.16,120.66,122.10001,119.25081142857127,118.73671504761896,71.604002044449,69.76724469918561,NaN,NaN
1289485800,121.05,121.82001,120.67999,121.63499,119.42771571428554,118.9895962857142,67.64027945700118,69.91699916677429,NaN,NaN
1289572200,120.82001,121.35001,119.64999,120.198,119.55809619047602,119.20345828571422,57.11808361891614,69.22016345303702,NaN,NaN
1289831400,120.58,121.05,119.98,120.03,119.6690485714284,119.3828202857142,56.02087033175224,68.43939546039586,NaN,NaN
1289917800,119.28999,119.49001,117.59,118.16,119.6633342857141,119.51380123809516,45.53548480429945,67.10691266683651,NaN,NaN
1290004200,118.21001,118.71001,117.86,118.218,119.73419142857124,119.61047723809516,45.87387096311409,65.79193801558473,NaN,NaN
1290090600,119.36,120.39,119.35001,119.9575,119.833596190476,119.69165333333324,54.9200208221954,65.09129322023108,NaN,NaN
1290177000,119.89999,120.34,119.25,120.28999,119.93645285714267,119.76732466666655,56.41932449631718,64.48279598173309,NaN,NaN
1290436200,119.69,120.24001,118.77,120.19,120.02421476190457,119.8383579047618,55.818090488635974,63.50285477518137,NaN,NaN
1290522600,118.77,119.015,117.99001,118.44749,120.0121904761903,119.90812914285705,46.515270799883254,61.71417757586927,NaN,NaN
1290609000,119.2,120.23,119.17999,120.2,120.08266666666648,119.97782419047607,54.69367184450439,59.98607091691304,NaN,NaN
1290781800,119.16,119.81,118.8,118.8,120.1026666666665,120.0316382857142,48.335179509272855,57.72398627485466,NaN,NaN
1291041000,118.5,119.48,117.74001,119.162,120.13895285714268,120.07213828571419,49.955274940811485,55.73758609678045,NaN,NaN
1291127400,117.98,119.17,117.81,118.49249,120.13907095238078,120.09510952380943,47.01864665150123,54.1048621980467,NaN,NaN
1291213800,120.2,121.24001,120.19,121.00999,120.25716571428553,120.14410457142849,57.205739131980366,53.07641484715608,NaN,NaN
1291300200,121.2,122.64999,121.13,122.56,120.40406999999983,120.20838523809516,62.04467256446272,52.67672864054619,NaN,NaN
1291386600,122.14,123.03,122.11,122.89,120.54406999999983,120.29666590476184,63.003819472517684,53.09713834437487,NaN,NaN
1291645800,122.63,123.03999,122.5,122.75999,120.56787952380934,120.38245123809516,62.3354829127358,53.548182100159416,NaN,NaN
1291732200,123.94,124.00999,122.75999,122.83,120.57287904761887,120.4692128571428,62.56576771317923,54.76463087936511,NaN,NaN
1291818600,122.98,123.38,122.41,123.28,120.61049761904744,120.53987923809515,64.08574417278844,56.065478965770424,NaN,NaN
1291905000,123.97,124.02,123.14999,123.75999,120.71287809523793,120.6016408571428,65.68619089364236,56.83449111373092,NaN,NaN
1291991400,124.14,124.60001,123.73,124.48,120.82621095238078,120.65806904761898,67.99051744948852,57.6610048961003,NaN,NaN
1292250600,125.05,125.2,124.52,124.56,120.96549714285696,120.73759257142851,68.24567832052779,58.548689741235435,NaN,NaN
1292337000,124.75,125.23,124.28999,124.67,121.17844952380935,120.8587066666666,68.61612808805253,60.1273224046761,NaN,NaN
1292423400,124.44,124.92999,123.89,124.09801,121.37216428571412,121.01103999999994,64.40838395101872,60.821230412284265,NaN,NaN
1292509800,124.17999,124.91,123.75,124.82001,121.68930761904745,121.20632590476184,67.14700259194812,62.164932061046784,NaN,NaN
1292596200,124.08,124.46001,123.82001,124.3,121.9789266666665,121.43686904761898,63.36524118425967,63.12278679272166,NaN,NaN
1292855400,124.64,124.89999,123.98,124.60001,122.19999857142841,121.68376933333329,64.60384469260406,64.37887236708613,NaN,NaN
1292941800,124.99001,125.47,124.87,125.39,122.44285619047601,121.93665066666662,67.7005809981902,65.12850392895825,NaN,NaN
1293028200,125.48,125.82001,125.41,125.78,122.70904666666647,122.20402714285709,69.13615586818841,65.63503845065294,NaN,NaN
1293114600,125.64,125.78,125.28999,125.60001,123.04964285714266,122.47609419047612,67.64193225458746,65.9663322208008,NaN,NaN
1293460200,125.13,125.77,125.03999,125.64999,123.309166190476,122.74214209523802,67.84972368623313,66.36020656176488,NaN,NaN
1293546600,125.89999,125.95,125.5,125.83,123.6439280952379,123.03092799999993,68.63104587490214,66.79344071617366,NaN,NaN
1293633000,125.98,126.2,125.89999,125.92,123.96573761904743,123.33550428571422,69.03620920644698,67.14704536143499,NaN,NaN
1293719400,125.8,126.13,125.53,125.72,124.30990476190456,123.65567590476185,66.96626637960219,67.23847932471783,NaN,NaN
1293805800,125.53,125.87,125.33,125.75,124.53561952380932,123.95287123809517,67.12549333853325,67.17669188822103,NaN,NaN
1294065000,126.71001,127.60001,125.6969,127.05,124.74942904761886,124.24092380952375,73.1623425088879,67.52788218738962,NaN,NaN
1294151400,127.33,127.37,126.19,126.98,124.94419095238075,124.50097638095231,72.39147827263407,67.79755005771686,NaN,NaN
1294237800,126.58,127.72501,126.46001,127.64,125.17657238095217,124.74314333333328,75.05970350122618,68.5583585970174,NaN,NaN
1294324200,127.69,127.83,127.00999,127.39,125.39371523809503,124.95990542857135,72.21279036616178,68.9202005808898,NaN,NaN
1294410600,127.56,127.77,126.14999,127.14,125.57752476190456,125.1682864761904,69.37892244356102,69.34974924226847,NaN,NaN
1294669800,126.58,127.16,126.2,126.98,125.73085857142836,125.36457238095231,67.55180241955459,69.56031765133636,NaN,NaN
1294756200,127.44,127.74001,126.95,127.42999,125.87133428571408,125.55000104761898,69.94880671402169,69.7209052024672,NaN,NaN
1294842600,128.21001,128.72,127.4621,128.58,126.06276285714264,125.72723914285707,75.02625340639587,70.14162645519629,NaN,NaN
1294929000,128.63,128.69,128.05,128.36749,126.2388338095236,125.89626285714277,72.5856519264311,70.4947492888994,NaN,NaN
1295015400,128.19,129.33,128.10001,129.3,126.48654761904741,126.07806742857136,76.23838819672534,71.09393961107742,NaN,NaN
1295361000,129.17999,129.64,129.03,129.52,126.71035666666646,126.27396704761898,77.01644527853232,71.69289671133672,NaN,NaN
1295447400,129.41,129.53571,127.91,128.25,126.89845190476171,126.47939057142848,63.99031206756781,71.33247548713106,NaN,NaN
1295533800,127.96001,128.39999,127.13,128.08,127.06416571428551,126.67967114285707,62.46726124753026,71.01111797769735,NaN,NaN
1295620200,128.88,129.17,128.23,128.37,127.20607047619028,126.87311847619041,64.039642743146,70.79070007802684,NaN,NaN
1295879400,128.285,129.25,128.25999,129.10001,127.36416619047601,127.04864219047613,67.70713905375533,70.40104268837452,NaN,NaN
1295965800,128.75999,129.28,128.11,129.17,127.53416571428554,127.21340399999994,68.04364657163539,70.09048328116032,NaN,NaN
1296052200,129.49001,130.05,129.23,129.67,127.72559476190456,127.3788325714285,70.41541571165689,69.75874843904823,NaN,NaN
1296138600,129.7,130.21001,129.47,129.99001,127.92369047619029,127.55073752380947,71.85518159405004,69.73320495532597,NaN,NaN
1296225000,130.14,130.35001,127.50999,127.72,128.0094047619046,127.71140438095233,52.38133078042878,68.51909126510223,NaN,NaN
1296484200,128.07001,128.78,127.75,128.67999,128.15035666666668,127.86864247619046,57.61310478541512,67.80918429123513,NaN,NaN
1296570600,129.46001,130.97,129.3801,130.74001,128.3879761904762,128.0394045714286,66.19592773815317,67.54112150724453,NaN,NaN
1296657000,130.39999,130.84,130.33,130.485,128.55154761904762,128.20459514285722,64.45599553548138,66.78610308789348,NaN,NaN
1296743400,130.25999,130.98,129.57001,130.78,128.73250000000002,128.36635704761918,65.58299476439174,66.28591329060495,NaN,NaN
1296829800,130.83,131.2,130.23,131.14999,128.8996423809524,128.54440457142874,66.99641415894575,65.62577228790641,NaN,NaN
1297089000,131.44,132.39999,131.42999,131.97,129.11773761904763,128.73788076190493,69.94261907261031,65.12049898748342,NaN,NaN
1297175400,132.09,132.64,131.73,132.57001,129.37630952380954,128.9355474285716,71.91801284638414,65.68676332882744,NaN,NaN
1297261800,132.21001,132.63,131.61,132.269,129.62816666666666,129.1508712380954,69.45200501345667,66.18567359782217,NaN,NaN
1297348200,131.60001,132.47,131.3,132.321,129.8610719047619,129.37658561904777,69.64564049924,66.58610200897175,NaN,NaN
1297434600,131.8,133.28,131.77,133.11,130.07678619047618,129.61201438095253,72.49455405820643,66.9280602235754,NaN,NaN
1297693800,133.03,133.53999,132.88,133.42999,130.31785761904763,129.85203838095254,73.57766628587032,67.32334734602075,NaN,NaN
1297780200,133.02,133.22,132.3167,133.00999,130.4945238095238,130.07568123809537,69.69818378771348,67.27211649431051,NaN,NaN
1297866600,133.46001,134.00999,133.19,133.85001,130.70071476190475,130.29019085714302,72.78851514061617,67.33878317620808,NaN,NaN
1297953000,133.46001,134.42999,133.34,134.25,130.98642904761905,130.5152622857144,74.14088131216494,68.89303678561782,NaN,NaN
1298039400,134.37,134.69,134.06,134.53,131.2935719047619,130.7586194285716,75.07472792196018,70.14029558108533,NaN,NaN
1298385000,133.12,134.56149,131.47,131.83,131.45833380952382,130.98671466666684,54.599082922011114,69.31194952278946,NaN,NaN
1298471400,131.75,132.07001,130.21001,131.02,131.5497619047619,131.19776228571445,50.17767769797372,68.2920696772532,NaN,NaN
1298557800,130.88,131.44,129.7,130.92999,131.63357095238095,131.38433352380966,49.69607656352042,67.15728980576239,NaN,NaN
1298644200,131.48,132.41,131.39999,132.33,131.76023761904761,131.5390952380954,56.663273772301736,66.41920834957354,NaN,NaN
1298903400,132.82001,133.32001,132.38,133.14999,131.91071285714284,131.66252342857155,60.145048223722455,65.71938186036725,NaN,NaN
1298989800,133.57001,133.69,130.89,130.92999,132.06356952380952,131.7835705714287,48.730164053550716,64.06310694659344,NaN,NaN
1299076200,130.75,131.82001,130.35001,131.21001,132.18404666666666,131.9104275238097,50.01870983678444,62.67501443397399,NaN,NaN
1299162600,132.39999,133.62,132.39,133.47,132.31404619047618,132.0465225714287,58.97941055701148,61.913140866671945,NaN,NaN
1299249000,133.37,133.63,131.60001,132.47,132.40857,132.17618904761918,54.33734676309887,60.61619748844998,NaN,NaN
1299508200,132.86,133.15939,130.735,131.42999,132.43952190476188,132.281950857143,49.93543146202855,58.92746642960413,NaN,NaN
1299594600,131.64,133,131.07001,132.58,132.5076176190476,132.3707604761906,54.34022729924913,57.83046953757097,NaN,NaN
1299681000,132.32001,132.8,131.60001,132.39,132.52761761904762,132.4394746666668,53.502683479244176,56.45291013318725,NaN,NaN
1299767400,131,131.17999,129.81,129.9375,132.40225999999998,132.45711742857156,44.06223352884431,54.30443529152149,NaN,NaN
1299853800,129.52,131.31,129.49001,130.84,132.33421238095238,132.44224590476205,47.718108214975935,52.350391026736915,NaN,NaN
1300109400,129.99001,130.48,129.06,130.05,132.2260695238095,132.39955542857157,44.94881470839126,51.661086154335486,NaN,NaN
1300195800,126.59,129.33,126.5,128.56,132.00940285714287,132.29991247619063,40.20908261246863,50.949043648227985,NaN,NaN
