time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1582727400,71.6325,74.47,71.625,73.1625,36.630364439413675,53.180634460999784,NaN,NaN
1582813800,70.275,71.5,68.24,68.38,28.656219625789845,50.65477671298169,NaN,NaN
1582900200,64.315,69.6025,64.0925,68.34,28.6001405635851,48.51180810650406,NaN,NaN
1583159400,70.57,75.36,69.43,74.7025,46.525907814114014,47.57224786144942,NaN,NaN
1583245800,75.9175,76,71.45,72.33,42.26480177422042,46.475630536896325,NaN,NaN
1583332200,74.11,75.85,73.2825,75.685,49.33178524509081,45.49904791161134,NaN,NaN
1583418600,73.88,74.8875,72.8525,73.23,44.9919623631808,44.39393894801167,NaN,NaN
1583505000,70.5,72.705,70.3075,72.2575,43.36453120784294,43.16838067953627,NaN,NaN
1583760600,65.9375,69.5225,65.75,66.5425,35.28677159847969,41.82640463863858,NaN,NaN
1583847000,69.285,71.61,67.3425,71.335,44.60544180301469,40.88171312682912,NaN,NaN
1583933400,69.3475,70.305,67.965,68.8575,41.2949392148146,39.946484827186474,NaN,NaN
1584019800,63.985,67.5,62,62.0575,33.86567567692505,38.95771304691658,NaN,NaN
1584106200,66.2225,69.98,63.2375,69.4925,45.42647105945863,39.52188248373768,NaN,NaN
1584365400,60.4875,64.77,60,60.5525,37.041672856872516,39.849048945914475,NaN,NaN
1584451800,61.8775,64.4025,59.6,63.215,40.56048171760832,40.12977160864266,NaN,NaN
1584538200,59.9425,62.5,59.28,61.6675,39.189480842963896,40.88214740986938,NaN,NaN
1584624600,61.84625,63.21,60.6525,61.195,38.758696776049085,41.60775856790252,NaN,NaN
1584711000,61.795,62.9575,57,57.31,35.32078763338319,40.807392840707465,NaN,NaN
1584970200,57.02,57.124925,53.1525,56.0925,34.29417129442973,40.23806209215099,NaN,NaN
1585056600,59.09,61.9225,58.575,61.72,42.598963060943724,39.757146221854775,NaN,NaN
1585143000,62.6875,64.5625,61.075,61.38,42.251494891482174,39.561398545304876,NaN,NaN
1585229400,61.63,64.67,61.59,64.61,46.69940824007553,39.799604047607204,NaN,NaN
1585315800,63.1875,63.9675,61.7625,61.935,43.697624845768566,40.40037927955641,NaN,NaN
1585575000,62.685,63.88,62.35,63.7025,46.16021213198655,40.51143430305439,NaN,NaN
1585661400,63.9,65.6225,63,63.5725,46.000844787052465,40.8475704153571,NaN,NaN
1585747800,61.625,62.18,59.7825,60.2275,41.984272168763454,41.42747016477413,NaN,NaN
1585834200,60.085,61.2875,59.225,61.2325,43.57828110489671,41.29545659659113,NaN,NaN
1585920600,60.7,61.425,59.743525,60.3525,42.47773645572688,41.68374685365216,NaN,NaN
1586179800,62.725,65.7775,62.345,65.6175,50.527797966069436,42.395698014256524,NaN,NaN
1586266200,67.7,67.925,64.75,64.8575,49.451960547103326,43.128732278837916,NaN,NaN
1586352600,65.685,66.8425,65.3075,66.5175,51.862842227445995,44.06474266822341,NaN,NaN
1586439000,67.175,67.5175,66.175,66.9975,52.567319652079476,45.296637812416,NaN,NaN
1586784600,67.0775,68.425,66.4575,68.3125,54.53056853575902,46.74209475822523,NaN,NaN
1586871000,70,72.0625,69.5125,71.7625,59.29119466192301,47.93439701543803,NaN,NaN
1586957400,70.6,71.5825,70.1575,71.1075,58.04856160475034,49.06275892352862,NaN,NaN
1587043800,71.845,72.049375,70.58755,71.6725,58.84971808114249,49.93063819789054,NaN,NaN
1587130200,71.1725,71.73625,69.215,70.7,56.83769573410673,50.86921468991469,NaN,NaN
1587389400,69.4875,70.42,69.2125,69.2325,53.84601552350889,51.418200646452,NaN,NaN
1587475800,69.07,69.3125,66.3575,67.0925,49.734894570557465,51.684918488130926,NaN,NaN
1587562200,68.4025,69.475,68.05,69.025,53.209122332124686,52.486693499799586,NaN,NaN
1587648600,68.9675,70.4375,68.7175,68.7575,52.66647841939622,53.13585045083527,NaN,NaN
1587735000,69.3,70.7525,69.25,70.7425,56.23339617754158,54.11839757382204,NaN,NaN
1587994200,70.45,71.135,69.9875,70.7925,56.322680341217,54.532317743475424,NaN,NaN
1588080600,71.27,71.4575,69.55,69.645,53.61922326291233,54.82997936603322,NaN,NaN
1588167000,71.1825,72.4175,70.9725,71.9325,57.9520749721043,55.264924562080246,NaN,NaN
1588253400,72.49,73.6325,72.0875,73.45,60.58279093119202,55.837458224874,NaN,NaN
1588339800,71.5625,74.75,71.4625,72.2675,57.56066652949424,56.05389379585508,NaN,NaN
1588599000,72.2925,73.4225,71.5793,73.29,59.44457114375155,56.06484925884284,NaN,NaN
1588685400,73.765,75.25,73.615,74.39,61.42826036605977,56.30625631322208,NaN,NaN
1588771800,75.115,75.81,74.7175,75.1575,62.7956392371712,56.588107824366986,NaN,NaN
1588858200,75.805,76.2925,75.4925,75.935,64.1809290867277,57.11262449241134,NaN,NaN
1588944600,76.41,77.5875,76.0725,77.5325,66.90741147580123,58.045581346146506,NaN,NaN
1589203800,77.025,79.2625,76.81,78.7525,68.85704019016035,59.41144889040386,NaN,NaN
1589290200,79.4575,79.922,77.7275,77.8525,65.77831259894955,60.30924819517707,NaN,NaN
1589376600,78.0375,78.9875,75.8025,76.9125,62.628636482702724,61.020830913984675,NaN,NaN
1589463000,76.1275,77.4475,75.3825,77.385,63.572843201769814,61.54507713000098,NaN,NaN
1589549400,75.0875,76.975,75.0525,76.9275,61.94099305204032,61.94638518077407,NaN,NaN
1589808600,78.2925,79.125,77.581025,78.74,65.69767009040402,62.80913138273777,NaN,NaN
1589895000,78.7575,79.63,78.2525,78.285,63.990104892131654,63.24041923416829,NaN,NaN
1589981400,79.17,79.88,79.05,79.8075,67.07398240963836,63.70407576834303,NaN,NaN
1590067800,79.665,80.2225,78.9675,79.2125,64.74054600001288,64.21692430195151,NaN,NaN
1590154200,78.9425,79.8075,78.8375,79.7225,65.83760034105178,64.67356924461582,NaN,NaN
1590499800,80.875,81.06,79.125,79.1825,63.58183518771782,64.82739601759138,NaN,NaN
1590586200,79.035,79.6775,78.2725,79.5275,64.42057797343514,64.94346307018166,NaN,NaN
1590672600,79.1925,80.86,78.9075,79.5625,64.50987805692284,64.96695942519561,NaN,NaN
1590759000,79.8125,80.2875,79.1175,79.485,64.12607715515875,64.76829268800687,NaN,NaN
1591018200,79.4375,80.5875,79.3025,80.4625,66.80838089333966,64.6219598810911,NaN,NaN
1591104600,80.18625,80.86,79.7325,80.835,67.79653765497488,64.76611881366433,NaN,NaN
1591191000,81.165,81.55,80.575,81.28,68.98447876036923,65.22010754778337,NaN,NaN
1591277400,81.0975,81.405,80.195,80.58,64.92713948711845,65.31684299673684,NaN,NaN
1591363800,80.8375,82.9375,80.8075,82.875,70.95807483524806,65.96092026696597,NaN,NaN
1591623000,82.5625,83.4,81.83,83.365,72.06265365213602,66.41556194994682,NaN,NaN
1591709400,83.035,86.4025,83.0025,85.9975,77.10154003847718,67.35209303182866,NaN,NaN
1591795800,86.975,88.6925,86.5225,88.21,80.31507329863541,68.29788523818559,NaN,NaN
1591882200,87.3275,87.765,83.87,83.975,62.29409949733556,68.12313905942291,NaN,NaN
1591968600,86.18,86.95,83.555825,84.7,63.79190740050994,67.9770181350985,NaN,NaN
1592227800,83.3125,86.42,83.145,85.7475,65.89959868249733,68.14257267043989,NaN,NaN
1592314200,87.865,88.3,86.18,88.02,69.98201616295393,68.5398182554055,NaN,NaN
1592400600,88.7875,88.85,87.7725,87.8975,69.4990091705365,68.89618476352078,NaN,NaN
1592487000,87.8525,88.3625,87.305,87.9325,69.56364543385621,69.28458249771344,NaN,NaN
1592573400,88.65875,89.14,86.2875,87.43,67.35667930867227,69.3237466702372,NaN,NaN
1592832600,87.835,89.865,87.7875,89.7175,71.75042549376269,69.60616723015062,NaN,NaN
1592919000,91,93.095,90.567525,91.6325,74.80748892973818,70.02209652796269,NaN,NaN
1593005400,91.25,92.1975,89.63,90.015,68.10365630214577,70.24899058617892,NaN,NaN
1593091800,90.175,91.25,89.3925,91.21,70.22649204798196,70.19673467280276,NaN,NaN
1593178200,91.1025,91.33,88.255,88.4075,60.120868127743236,69.343749992489,NaN,NaN
1593437400,88.3125,90.5434,87.82,90.445,64.15898710852618,68.41928192606392,NaN,NaN
1593523800,90.02,91.495,90,91.2,65.55100244997271,67.36470543687373,NaN,NaN
1593610200,91.28,91.84,90.9775,91.0275,64.93050590886261,67.55302018055424,NaN,NaN
1593696600,91.9625,92.6175,90.91,91.0275,64.93050590886261,67.63434864543657,NaN,NaN
1594042200,92.5,93.945,92.4675,93.4625,69.63593443224273,67.90122977041838,NaN,NaN
1594128600,93.8525,94.655,93.0575,93.1725,68.45784937580059,67.79236071419315,NaN,NaN
1594215000,94.18,95.375,94.09,95.3425,72.24207219852799,67.98829378762112,NaN,NaN
1594301400,96.2625,96.3175,94.6725,95.6825,72.79284488951963,68.21895089159707,NaN,NaN
1594387800,95.335,95.98,94.705175,95.92,73.1929769265648,68.63582929287512,NaN,NaN
1594647000,97.265,99.955,95.2575,95.4775,71.09503337160473,68.58901556986383,NaN,NaN
1594733400,94.84,97.255,93.8775,97.0575,73.96460490834285,68.52880956833559,NaN,NaN
1594819800,98.99,99.2475,96.49,97.725,75.08973266420543,69.02781502276842,NaN,NaN
1594906200,96.5625,97.405,95.905,96.5225,69.2811366988882,68.9602896406903,NaN,NaN
1594992600,96.9875,97.1475,95.84,96.3275,68.35768923317184,69.54863400536377,NaN,NaN
1595251800,96.41625,98.5,96.0625,98.3575,72.47134784588879,70.14237405803253,NaN,NaN
1595338200,99.1725,99.25,96.7425,97,66.26713440479797,70.19352634052004,NaN,NaN
1595424600,96.6925,97.975,96.6025,97.2725,66.88007874468099,70.3327815430785,NaN,NaN
1595511000,96.998375,97.0775,92.00975,92.845,50.74593819567527,69.31959813499368,NaN,NaN
